url,recette,commentext,auteur,date,note
http://www.marmiton.org/recettes/recette-avis_mini-clafoutis-aux-mures_28342.aspx,Mini-clafoutis aux mûres,"C'est bon, je le referai mais la prochaine fois, j'ajoute un peu de sucre (effectivement, c'est très (trop) juste, même pour quelqu'un comme moi qui mange peu sucré) et j'augmente la quantité de mûres.",Valerie_1047,15/08/20,4
http://www.marmiton.org/recettes/recette-avis_mini-clafoutis-aux-mures_28342.aspx,Mini-clafoutis aux mûres,"En tous cas, merci pour cette recette.",sesse69,15/08/20,5
http://www.marmiton.org/recettes/recette-avis_mini-clafoutis-aux-mures_28342.aspx,Mini-clafoutis aux mûres,En passe de devenir ma recette favorite de mûres.,Claire_104,09/08/20,5
http://www.marmiton.org/recettes/recette-avis_mini-clafoutis-aux-mures_28342.aspx,Mini-clafoutis aux mûres,Excellent et très rapide à faire ! Merci pour cette recette.,Christine_3604,08/08/20,5
http://www.marmiton.org/recettes/recette-avis_mini-clafoutis-aux-mures_28342.aspx,Mini-clafoutis aux mûres,"Officiellement promu à la place de mon dessert favori !! J'ai multiplié les quantités par 2 pour faire un ""gâteau familial"". Du coup il a aussi fallu que je multiplie par 2 le temps de cuisson. Mais vraiment j'en salive encore !!",Sochris18,23/07/20,5
http://www.marmiton.org/recettes/recette-avis_mini-clafoutis-aux-mures_28342.aspx,Mini-clafoutis aux mûres,"Je les fais dans deux mini cocottes pour mon chéri et moi, mais avec une pomme et on est tous les deux fans !!",Lilypucine,18/03/20,5
http://www.marmiton.org/recettes/recette-avis_mini-clafoutis-aux-mures_28342.aspx,Mini-clafoutis aux mûres,"Recette simple et très rapide. C'était bon mais je les ai un peu trop cuits. 20 min c'était un peu long pour mon four, pourtant j'avais séparé la préparation dans 2 plats au lieu de 4. Je les ai servi chaud avec de la glace vanille et les enfants ont apprécié. ",mariechristine_381,31/08/20,4
http://www.marmiton.org/recettes/recette-avis_mini-clafoutis-aux-mures_28342.aspx,Mini-clafoutis aux mûres,Effectivement très facile et peu sucré mais je n'ai pas trouvé non plus que cela méritait 5/5. =C'est cependant suffisamment bon pour que je la refasse probablement. Je tenterai alors d'ajouter un peu de kirsch.,Vero_7,22/08/20,3
http://www.marmiton.org/recettes/recette-avis_mini-clafoutis-aux-mures_28342.aspx,Mini-clafoutis aux mûres,Recette très facile à réaliser! Pas très sucrée... super lorsqu'on surveille son alimentation!,marycie,10/08/20,5
http://www.marmiton.org/recettes/recette-avis_mini-crumble-aux-pommes_335455.aspx,Mini crumble aux pommes,NA,NA,NA,NA
http://www.marmiton.org/recettes/recette-avis_galette-des-rois-franc-comtoise-des-cantoches_341920.aspx,Galette des Rois Franc-Comtoise des Cantoches,NA,NA,NA,NA
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Excellent le dessert préférée de mon fils qui m'en réclame toutes les semaines !,Dje_Zy,05/06/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Excellentissime !,Rorose972,26/05/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Délicieux avec une boule de glace un dessert pas très cher.,kenavo56,07/11/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Un régal... Difficile de ne pas se re-servir encore et encore !,tite_marion_972,04/11/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,La prochaine fois je mettrai la pâte à crumble à reposer au frigo car elle ne s'effritait pas.,neptune62,29/10/20,3
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,"""C'est cher bon ! "" dixit mon fils de 12 ans en se léchant les babines. Mon mari n'avait plus fin, mais il a succombé avec plaisir !",CarolineLaharie,18/10/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,"Trop de sucre, ça colle aux dents. Recette peu esthétique sauf si mis dans des petits moules.",Dacha,25/03/20,1
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,"Délicieux. J'ai fait une partie de la préparation à l'avance : les poires dans le plat, et la pâte à crumble dans un bol, le tout au frigo. Pendant le repas, entre l'entrée et le plat, j'ai réparti la pâte sur le crumble et l'ai mis au four. C'était parfait.",Hermione60,03/03/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Merci pour cette recette!,missamina,18/12/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,"Fait pour ce midi dans des moules individuels, tout le monde a apprecié, juste un petit bémol la pâte trop cuite donc la prochaine fois soit je laisse moins longtemps soit je baisse la température du four, à refaire.",berlu,23/10/20,4
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,"Très bonne recette. Pour ma part j'ai mis du sirop d'érable pour faire revenir les poires, ensuite j'ai mis également des pépites de chocolat dans mon crumble. Par contre petit bémol pour le sucre que je diviserai en 2 la prochaine fois.",VieRebelle,07/02/20,4
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Facile et rapide. C'est délicieux. Merci pour la recette que je referai souvent !,Aleshanee,24/11/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Délicieux ! Proportions parfaites. Ajout de chocolat à la recette initiale pour les gourmands.,adeline_80,01/09/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Merci pour cette recette !,Benedicte_898,16/03/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Trop bon. Je l'ai fait aussi avec des pommes. Un vrai régal.,Lolo6922,07/02/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Excellent ! Je prends 8 ou 9 pommes ou/et poires. Je les fais revenir quelques minutes dans du beurre. Cuisson environ 30/35 min à 240°C.,Mimi67300,30/01/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Très bon.,ghislain12,01/11/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Super recette. A refaire ,lolob17,27/10/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,"Super bon, c'est devenu mon dessert fétiche pour les dîners, avec 3 poires et 3 pommes.",Lomaz,25/10/20,5
http://www.marmiton.org/recettes/recette-avis_crumble-a-la-poire_29096.aspx,Crumble à la poire,Petits et grands ont adoré... Merci pour cette recette !,KAIRY33,06/07/20,5
http://www.marmiton.org/recettes/recette-avis_bowl-cake-moelleux-chocolat-noisettes_347676.aspx,Bowl cake moelleux chocolat noisettes,Mes 2 petits-enfants ont adore.! Merci.,Nicosie59,14/05/20,5
http://www.marmiton.org/recettes/recette-avis_bowl-cake-moelleux-chocolat-noisettes_347676.aspx,Bowl cake moelleux chocolat noisettes,100g de chocolat cest bcp trop à mon goût. ,anissa_b,12/05/20,3
http://www.marmiton.org/recettes/recette-avis_angel-food-cake_38335.aspx,Angel food cake,Ce gâteau porte vraiment bien son nom... comme c'est délicieux.Enrobé d'une chantilly à la noix de coco un pur délice. Merci pour la recette.,matildee,25/06/20,5
http://www.marmiton.org/recettes/recette-avis_angel-food-cake_38335.aspx,Angel food cake,Encore merci pour cette recette qui fait partie de mes incontournables maintenant.,EMMANUEL_159,25/12/20,5
http://www.marmiton.org/recettes/recette-avis_angel-food-cake_38335.aspx,Angel food cake,Miam ! Juste nuageux. Je crois l'avoir fait cuire 5 petites min de trop mais j'ai quand même fait un tabac !,Mimitova,17/06/20,5
http://www.marmiton.org/recettes/recette-avis_angel-food-cake_38335.aspx,Angel food cake,"Je n'avais pas de crème de tartre, j'ai mis de la levure chimique à la place, le résultat est esthétique. En revanche, la texture est un peu élastique. Je la retenterai seulement si je trouve la crème...",charlotte09,10/03/20,3
http://www.marmiton.org/recettes/recette-avis_angel-food-cake_38335.aspx,Angel food cake,"Ah enfin quelq'un qui connaît cette recette délicieuse!! Pour ma part, je le nappe d'un glaçage fait à base d'une plaque de chocolat aux amandes et de crème fouettée!",Marie_1501,14/09/20,5
http://www.marmiton.org/recettes/recette-avis_petits-biscuits-au-chocolat-fondant_61097.aspx,Petits biscuits au chocolat fondant,"Merci pour cette recette facile à réaliser !! Par contre, j'ai réduit les doses de sucre par 2 et c'est largement suffisant. J'ai suivi les commentaires précédents en ajoutant un peu de lait car sinon la pâte est trop sèche et difficile à étaler et je les ai cuits 10 min. Délicieux ! Le chocolat au centre durcit en refroidissant donc je pense réessayer avec une ganache au chocolat ou de la pâte à tartiner !!",pompom310,01/04/20,4
http://www.marmiton.org/recettes/recette-avis_petits-biscuits-au-chocolat-fondant_61097.aspx,Petits biscuits au chocolat fondant,"Très facile à faire, mais beaucoup trop sucré à mon goût.",kerarroux,24/11/20,2
http://www.marmiton.org/recettes/recette-avis_petits-biscuits-au-chocolat-fondant_61097.aspx,Petits biscuits au chocolat fondant,Ils sont super moelleux!,tyna4,22/01/20,5
http://www.marmiton.org/recettes/recette-avis_petits-biscuits-au-chocolat-fondant_61097.aspx,Petits biscuits au chocolat fondant,"Je viens de terminer mes 3 fournées, j'en ai fais 42 avec les quantités de la recette. Mieux vaut les cuire 8 min car à 10 min ils durcissent trop en refroidissant. Plus la pâte st épaisse plus ils gonflent et sont moelleux ! ",celinegroingroin,09/01/20,4
http://www.marmiton.org/recettes/recette-avis_petits-biscuits-au-chocolat-fondant_61097.aspx,Petits biscuits au chocolat fondant,"J'ai rajouté un œuf comme il était conseillédans les commentaires, et je me suis retrouvée avec une pâte qui m'a collé aux doigts, incroyable, je ne pouvais rien en faire ! Bon, après avoir rajouté beaucoup de farine, j'ai réussi à la dompter ! J'ai mis un petit carré de pralinoise en les 2 disques du biscuits, le résultat est vraiment excellent !",emma86100,18/06/20,5
http://www.marmiton.org/recettes/recette-avis_petits-biscuits-au-chocolat-fondant_61097.aspx,Petits biscuits au chocolat fondant,Merci pour cette recette simple et délicieuse (vive le chocolat !),Sophie_1500,12/01/20,4
http://www.marmiton.org/recettes/recette-avis_petits-biscuits-au-chocolat-fondant_61097.aspx,Petits biscuits au chocolat fondant,Sinon très bon les petits biscuits ! Merci de la recette!,darkvadora,12/05/20,3
http://www.marmiton.org/recettes/recette-avis_petits-biscuits-au-chocolat-fondant_61097.aspx,Petits biscuits au chocolat fondant,Depuis que j'ai lu cette recette j'en fais toutes les semaines tellement ils plaisent!! Encore merci!!,Agnes_1524,07/04/20,5
http://www.marmiton.org/recettes/recette-avis_petits-biscuits-au-chocolat-fondant_61097.aspx,Petits biscuits au chocolat fondant,Très bonne recette! J'ai rajouté un peu de lait dans la pâte. ,Claire_2841,03/01/20,4
http://www.marmiton.org/recettes/recette-avis_petits-biscuits-au-chocolat-fondant_61097.aspx,Petits biscuits au chocolat fondant,"Super bon! J'en ai déjà fait deux fois (en 2 semaines). La première fois, j'ai rajouté du lait parce que je trouvais la pate trop sèche, du coup j'ai eu beaucoup de mal à l'étaler. La deuxième fois je n'ai pas modifé la recette et j'ai réussi à faire tous mes petits gâteaux, avec des coeurs au chocolat blanc ou au chocolat aux noisettes. C'est à la fois facile à faire et délicieux, mes enfants m'en réclament encore !",Breval,17/10/20,5
http://www.marmiton.org/recettes/recette-avis_petits-biscuits-au-chocolat-fondant_61097.aspx,Petits biscuits au chocolat fondant,"Ces petits biscuits sont succulents!!! Par contre, nous avons rajouté un peu lait à la pâte car elle était trop sèche. Le chocolat à l'intérieur est délicieux, mais il durcit !!! Cette recette est vraiment super. J'ai adoré !!!",Nina_138,03/10/20,4
http://www.marmiton.org/recettes/recette-avis_flan-aux-abricots_14362.aspx,Flan aux abricots,"Les proportions sont bonnes, le goût d'oeuf est très prononcé mais les abricots cuits c'est succulent.",spes80,01/08/20,4
http://www.marmiton.org/recettes/recette-avis_flan-aux-abricots_14362.aspx,Flan aux abricots,"Facile et bon ! J'ai rajouté deux sachets de sucre vanillé et des amandes grillées. A 5 min de la fin de la cuisson, j'ai ajouté de la cassonade sur le dessus du flan.",Bibette300611,30/06/20,4
http://www.marmiton.org/recettes/recette-avis_flan-aux-abricots_14362.aspx,Flan aux abricots,Recette très facile à faire et vraiment très bonne. Bravo.,BF67221,07/08/20,5
http://www.marmiton.org/recettes/recette-avis_flan-aux-abricots_14362.aspx,Flan aux abricots,"Ce dessert ultra facile et rapide à faire fait maintenant partie de mes classiques, d'autant que c'est très bon ! J'utilise souvent des abricots surgelés et je mets les amandes en cours de cuisson pour qu'elles grillent correctement. Merci pour cette recette !",ladyhopper,14/02/20,4
http://www.marmiton.org/recettes/recette-avis_flan-aux-abricots_14362.aspx,Flan aux abricots,"Vite fait et facile, bon mais rien d'exceptionnel. N'ayant plus d'amandes, je les ai remplacées par des noisettes. ",Sandrine_16,07/09/20,3
http://www.marmiton.org/recettes/recette-avis_flan-aux-abricots_14362.aspx,Flan aux abricots,"D'abord 35 min c'est très court, même au bout de 45 min il n'était pas assez cuit, en plus super déçue ça ressemble plus à des oeufs au lait qu'à un flan.",julie_727,12/08/20,2
http://www.marmiton.org/recettes/recette-avis_soupe-de-pasteque-a-la-menthe_40217.aspx,Soupe de pastèque à la menthe,"Très bon dessert, frais et désaltérant. J'ai juste du ajouter un peu d'eau pétillante pour le mixer au blender. ",maya_laeti,16/06/20,4
http://www.marmiton.org/recettes/recette-avis_soupe-de-pasteque-a-la-menthe_40217.aspx,Soupe de pastèque à la menthe,Parfait ! Texture (au blender) très agréable. Bon mariage entre menthe et pastèque. Dessert léger et rafraîchissant. Merci. ,soph85,19/08/20,5
http://www.marmiton.org/recettes/recette-avis_soupe-de-pasteque-a-la-menthe_40217.aspx,Soupe de pastèque à la menthe,"Petite astuce pour enlever les pépins : une fois la pastèque mixée, je la mets dans la passoire et m'aide d'une cuillère.",magamiguette,27/07/20,5
http://www.marmiton.org/recettes/recette-avis_soupe-de-pasteque-a-la-menthe_40217.aspx,Soupe de pastèque à la menthe,"Aussi, on peut rajouter quelques glaçons pour que le mélange soit encore plus frais, voire pour qu'il prenne un aspect graniteux. ",Sophie_3106,09/07/20,4
http://www.marmiton.org/recettes/recette-avis_soupe-de-pasteque-a-la-menthe_40217.aspx,Soupe de pastèque à la menthe,"Un dessert frais et agréable en bouche, mais je le trouve un peu fade bien qu'il soit sucré et qu'on sente bien la menthe. Donc pour finir je dirais que c'est un dessert à essayer.",shopgirl,16/08/20,3
http://www.marmiton.org/recettes/recette-avis_soupe-de-pasteque-a-la-menthe_40217.aspx,Soupe de pastèque à la menthe,On peut obtenir deux consistances au choix : légèrement granuleux (genre granité non gelé) avec un mixer classique ou franchement liquide au blender. Cela ne change rien au niveau du goût.,Karine_1071,21/07/20,4
http://www.marmiton.org/recettes/recette-avis_pomme-d-amour_10554.aspx,Pomme d'amour,Avec un peu de colorant alimentaire ça rend plus joli. ,Melo761,09/11/20,4
http://www.marmiton.org/recettes/recette-avis_pomme-d-amour_10554.aspx,Pomme d'amour,"Ma pomme d'amour n'est pas magnifique mais elle est très bonne, merci pour votre recette. ",iman34,26/05/20,3
http://www.marmiton.org/recettes/recette-avis_pomme-d-amour_10554.aspx,Pomme d'amour,Très bon,lilimimi68000,26/02/20,5
http://www.marmiton.org/recettes/recette-avis_pomme-d-amour_10554.aspx,Pomme d'amour,On peut faire la même chose avec de petites tomates cerises et cela fait toujours son effet pour prendre avec l'apèro.,Markusedith,17/02/20,3
http://www.marmiton.org/recettes/recette-avis_pomme-d-amour_10554.aspx,Pomme d'amour,Le caramel ne prend pas bien et fond.,anonymous34,16/07/20,1
http://www.marmiton.org/recettes/recette-avis_pomme-d-amour_10554.aspx,Pomme d'amour,J'ai réalisé cette recette et ce n'est pas indiqué à quelle température faut faire le caramel... donc à la fin il est trop liquide pour enrober les pommes...,Gipsouille,10/03/20,3
http://www.marmiton.org/recettes/recette-avis_pomme-d-amour_10554.aspx,Pomme d'amour,J'ai dû le faire couler sur la pomme et le résultat n'est pas très beau!,akito24,13/02/20,1
http://www.marmiton.org/recettes/recette-avis_pomme-d-amour_10554.aspx,Pomme d'amour,Il faut mettre un peu de glucose pour éviter que le caramel suinte l'eau,anceacaise,07/11/20,5
http://www.marmiton.org/recettes/recette-avis_pomme-d-amour_10554.aspx,Pomme d'amour,"Je pense qu'il faut essayer sans peler les pommes. J'ai ajouter du colorant rouge, cela fait très pro !",TheCactus,13/12/20,3
http://www.marmiton.org/recettes/recette-avis_gateau-facile-aux-fruits-au-sirop_28897.aspx,Gâteau facile aux fruits au sirop,"Très bonne recette, une bonne petite génoise et les fruit ne font pas bouillie .. idéal pour les petits gourmand en ajout deux sachets de sucre vanillé ",jeje22520,27/07/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-facile-aux-fruits-au-sirop_28897.aspx,Gâteau facile aux fruits au sirop,Super recette. Par contre je conserve le jus que j'incorpore tout au long de la cuisson et du coup je ne mets que la moitié de sucre. Effet super moelleux et fondant. Il fait un tabac à chaque fois. ,kalousbalous74,22/07/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-facile-aux-fruits-au-sirop_28897.aspx,Gâteau facile aux fruits au sirop,Je n'ai mis que 110 g de sucre et ajouté des copeaux de chocolat !,smontaut,20/09/20,4
http://www.marmiton.org/recettes/recette-avis_gateau-facile-aux-fruits-au-sirop_28897.aspx,Gâteau facile aux fruits au sirop,Vraiment excellent. J'ai suivi les commentaires pour le sucre 150g et la farine 150. j'ai bien laissé cuire 70mn facile.un vrai succès tout le monde m a félicitée. et j ai mis la boîte de 600g de fruits ça allait très bien ! ,Audrey_908,14/06/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-facile-aux-fruits-au-sirop_28897.aspx,Gâteau facile aux fruits au sirop,"Super bon, moelleux et pas trop sucré. J'ai juste mis des fruits frais et rajouté 10 cl de lait à la préparation. ",fabymarie974,03/06/20,4
http://www.marmiton.org/recettes/recette-avis_gateau-facile-aux-fruits-au-sirop_28897.aspx,Gâteau facile aux fruits au sirop,"Super et très moelleux, un vrai délice et tellement simple à faire !",Ninie1013,22/02/20,5
